"","NPFM1","NPFM2","NPFM3","NPFM4"
"NPIL_626771",0,0,0,0
"NPIL_635661",0.395148548413069,0.653858435004463,2.16544322972282,0
"NPIL_292191",0,0,0,0
"NPIL_667011",0,0,0,0
"NPIL_193811",0,0,0.271704415330921,0
"NPIL_391471",0,0.0494744595307559,0,0
"NPIL_391481",0,0,0,0
"NPIL_212711",0,0,0,0
"NPIL_110261",0,0,0,0
"NPIL_590831",0,0,0.00354548688003127,0
"NPIL_590841",0.0475492433162212,0.00655670589901175,0.0175385918890859,0.0054900307176993
"NPIL_590851",0.0760102086665555,0.0176526697281085,0.0640833165178139,0.044342555796802
"NPIL_590861",0.114950360077067,0.0422689210284423,0.11306551901643,0.0176962089213984
"NPIL_590871",0,0,0.176318822714747,0
"NPIL_590881",0,0,3.85441147329911,0
"NPIL_590891",0.0138046863458785,0.147209340631637,0.275446141176972,0
"NPIL_204881",0,0,0,0
"NPIL_73671",0,0,0,0
"NPIL_239761",0,0,0,0
"NPIL_352701",0,0,0,0
"NPIL_484041",0,0,0,0
"NPIL_484051",0,0,0,0
"NPIL_634981",0,0,0.167837664153784,0
"NPIL_634991",0,0.056846905114889,0.170162717170514,0.0158662627287644
"NPIL_635001",0,0,0,0
"NPIL_456531",0,0,0,0
"NPIL_456541",0,0,0.583248187748487,0
"NPIL_456551",0,0.0367772268416869,0.337288239721143,0
"NPIL_456561",0,0,0,0
"NPIL_456571",0,0,0.391896811866471,0.429358264404897
"NPIL_456581",0,0.326046987539812,0.115008268324345,0
"NPIL_456591",0,0,0.483911513436093,0
"NPIL_456601",0,0,0.658568317954418,0
"NPIL_456611",0,0,0,0
"NPIL_456621",0,0.140085809444148,0.301111712848654,0
"NPIL_74601",0,0,0.113261749443186,0
"NPIL_423621",0,0,0,0
"NPIL_624741",0,0,99.1397064820311,10.6617403882806
"NPIL_80397",0,0,0,0
"NPIL_513311",0,0,0,0
"NPIL_133931",0,0,2.50849265613629,0
"NPIL_130641",0,0,0.759113099321505,0
"NPIL_130651",0,0,0.630531442099474,0
"NPIL_641231",0,0,0,0
"NPIL_161801",0,0,0,0
"NPIL_13761",0,0,0,0
"NPIL_13771",0,0,0,0
"NPIL_13781",0,0,0,0
"NPIL_13791",0,0,0,0
"NPIL_13801",0,0,0,0
"NPIL_369131",0,0,0,0
"NPIL_238591",0,0,0,0
"NPIL_238601",0,0,1.09193209737697,0.0854507134060726
"NPIL_238611",0.660794631379838,0,0.278554106473717,0
"NPIL_405261",0,0.327936280339679,0.0278476101963363,0
"NPIL_687991",0,0,0,0
"NPIL_688001",0,0,0,0
"NPIL_688011",0,0,0,0
"NPIL_385941",0,0,0.102519397949605,0.224638473387098
"NPIL_663041",0,0,0,0
"NPIL_663051",0,0,0,0
"NPIL_663061",0,0,0,0
"NPIL_663071",0,0,0,0
"NPIL_663081",0,0,0.220008442502471,2.41039069895448
"NPIL_600021",0,0,0,0
"NPIL_704581",0,0,0,0
"NPIL_561631",0.152094415710882,0.160067878627074,0.280040388944898,0.384319237929046
"NPIL_561641",0.18920506926896,0.170068454636974,0.38106737955781,0.0129455394002784
"NPIL_561651",0.607216688294986,0,0.255968638381254,1.1217468169137
"NPIL_561661",0,0,0.245843797308077,0
"NPIL_561671",19.8495008688274,14.7382653715407,0.965473941855506,59.2347663805203
"NPIL_561681",0.118219806596253,0.46948835644514,0.757489978970156,0.0825045308511125
"NPIL_561691",0,0.240365446858168,0.306169384270681,0
"NPIL_561701",0,0,0.238188780864951,0
"NPIL_574341",0,0,0,0
"NPIL_698421",0,3.12595383942074,1.49315039055731,0
"NPIL_698431",0,0,0,0
"NPIL_313321",0,0,0,0
"NPIL_265221",0,0,1.91238107713687,0
"NPIL_265231",0,0,3.15694654003546,0
"NPIL_265241",2.2082093041782,5.33210122654619,0.645739065007254,0.222035270298896
"NPIL_265251",0.00916486726505836,0.389241367504793,0.521558475582782,0.0169307940315062
"NPIL_265261",0,0.0967778568731038,0.517743928655872,0
"NPIL_1061",0,0.151740907948558,0.69581678841598,0
"NPIL_245151",0.00959426075331878,0.084670784815935,0.234575456671742,0
"NPIL_245161",0,0,0,0
"NPIL_619381",0,0,0,0
"NPIL_619391",0,0,0,0
"NPIL_619401",0,0,0,0
"NPIL_619411",0,0.0116729011003757,0.0267633845907734,0
"NPIL_264621",66.3042897137491,31.5670471668723,1.76527484043403,307.723693366484
"NPIL_603201",29.2086428028932,0,0,7.0765678761186
"NPIL_47851",0,0,0.965473941855506,0
"NPIL_47861",0,0,0.107390730033604,0.941249758900584
"NPIL_47871",0,0,0,0
"NPIL_47881",0.034145638994406,0.150670183249807,0.439013770702236,0.252316924694609
"NPIL_601181",0,0.636273000322191,0.810463048175363,0.177587057200884
"NPIL_601191",0,0,0,0
"NPIL_501871",0,0,0,0
"NPIL_573131",1.29617408462968,0.714933123988396,0,3.59174701954097
